source_dataset,target_split,class_name,original_file_name,new_file_name,new_file_path
dataset2,train,桃仁,10.jpg,d2_train_10.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\桃仁\d2_train_10.jpg
dataset2,train,桃仁,107.jpg,d2_train_107.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\桃仁\d2_train_107.jpg
dataset2,train,桃仁,34.jpg,d2_train_34.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\桃仁\d2_train_34.jpg
dataset2,train,桃仁,48.jpg,d2_train_48.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\桃仁\d2_train_48.jpg
dataset2,train,桃仁,151.jpg,d2_train_151.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\桃仁\d2_train_151.jpg
dataset2,train,桃仁,133.jpg,d2_train_133.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\桃仁\d2_train_133.jpg
dataset2,train,桃仁,21.jpg,d2_train_21.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\桃仁\d2_train_21.jpg
dataset2,train,桃仁,5.jpg,d2_train_5.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\桃仁\d2_train_5.jpg
dataset2,train,桃仁,113.jpg,d2_train_113.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\桃仁\d2_train_113.jpg
dataset2,train,桃仁,144.jpg,d2_train_144.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\桃仁\d2_train_144.jpg
dataset2,train,桃仁,51.jpg,d2_train_51.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\桃仁\d2_train_51.jpg
dataset2,train,桃仁,73.jpg,d2_train_73.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\桃仁\d2_train_73.jpg
dataset2,train,桃仁,88.jpg,d2_train_88.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\桃仁\d2_train_88.jpg
dataset2,train,桃仁,3.jpg,d2_train_3.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\桃仁\d2_train_3.jpg
dataset2,train,桃仁,24.jpg,d2_train_24.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\桃仁\d2_train_24.jpg
dataset2,train,桃仁,122.jpg,d2_train_122.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\桃仁\d2_train_122.jpg
dataset2,train,桃仁,129.jpg,d2_train_129.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\桃仁\d2_train_129.jpg
dataset2,train,桃仁,71.jpg,d2_train_71.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\桃仁\d2_train_71.jpg
dataset2,val,桃仁,159.jpg,d2_val_159.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\val\桃仁\d2_val_159.jpg
dataset2,val,桃仁,164.jpg,d2_val_164.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\val\桃仁\d2_val_164.jpg
dataset2,val,桃仁,61.jpg,d2_val_61.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\val\桃仁\d2_val_61.jpg
dataset2,val,桃仁,23.jpg,d2_val_23.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\val\桃仁\d2_val_23.jpg
dataset2,val,桃仁,147.jpg,d2_val_147.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\val\桃仁\d2_val_147.jpg
dataset2,val,桃仁,108.jpg,d2_val_108.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\val\桃仁\d2_val_108.jpg
dataset2,val,桃仁,19.jpg,d2_val_19.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\val\桃仁\d2_val_19.jpg
dataset2,val,桃仁,103.jpg,d2_val_103.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\val\桃仁\d2_val_103.jpg
dataset2,val,桃仁,168.jpg,d2_val_168.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\val\桃仁\d2_val_168.jpg
dataset2,val,桃仁,166.jpg,d2_val_166.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\val\桃仁\d2_val_166.jpg
dataset2,val,桃仁,156.jpg,d2_val_156.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\val\桃仁\d2_val_156.jpg
dataset2,val,桃仁,126.jpg,d2_val_126.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\val\桃仁\d2_val_126.jpg
dataset2,val,桃仁,40.jpg,d2_val_40.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\val\桃仁\d2_val_40.jpg
dataset2,val,桃仁,153.jpg,d2_val_153.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\val\桃仁\d2_val_153.jpg
dataset2,val,桃仁,67.jpg,d2_val_67.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\val\桃仁\d2_val_67.jpg
dataset2,val,桃仁,114.jpg,d2_val_114.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\val\桃仁\d2_val_114.jpg
dataset2,external_test_dataset2_overlap,桃仁,141.jpg,d2_external_141.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_141.jpg
dataset2,external_test_dataset2_overlap,桃仁,117.jpg,d2_external_117.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_117.jpg
dataset2,external_test_dataset2_overlap,桃仁,65.jpg,d2_external_65.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_65.jpg
dataset2,external_test_dataset2_overlap,桃仁,85.jpg,d2_external_85.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_85.jpg
dataset2,external_test_dataset2_overlap,桃仁,135.jpg,d2_external_135.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_135.jpg
dataset2,external_test_dataset2_overlap,桃仁,7.jpg,d2_external_7.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_7.jpg
dataset2,external_test_dataset2_overlap,桃仁,63.jpg,d2_external_63.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_63.jpg
dataset2,external_test_dataset2_overlap,桃仁,58.jpg,d2_external_58.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_58.jpg
dataset2,external_test_dataset2_overlap,桃仁,11.jpg,d2_external_11.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_11.jpg
dataset2,external_test_dataset2_overlap,桃仁,8.jpg,d2_external_8.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_8.jpg
dataset2,external_test_dataset2_overlap,桃仁,2.jpg,d2_external_2.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_2.jpg
dataset2,external_test_dataset2_overlap,桃仁,93.jpg,d2_external_93.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_93.jpg
dataset2,external_test_dataset2_overlap,桃仁,72.jpg,d2_external_72.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_72.jpg
dataset2,external_test_dataset2_overlap,桃仁,111.jpg,d2_external_111.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_111.jpg
dataset2,external_test_dataset2_overlap,桃仁,149.jpg,d2_external_149.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_149.jpg
dataset2,external_test_dataset2_overlap,桃仁,167.jpg,d2_external_167.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_167.jpg
dataset2,external_test_dataset2_overlap,桃仁,142.jpg,d2_external_142.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_142.jpg
dataset2,external_test_dataset2_overlap,桃仁,134.jpg,d2_external_134.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_134.jpg
dataset2,external_test_dataset2_overlap,桃仁,97.jpg,d2_external_97.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_97.jpg
dataset2,external_test_dataset2_overlap,桃仁,76.jpg,d2_external_76.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_76.jpg
dataset2,external_test_dataset2_overlap,桃仁,45.jpg,d2_external_45.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_45.jpg
dataset2,external_test_dataset2_overlap,桃仁,165.jpg,d2_external_165.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_165.jpg
dataset2,external_test_dataset2_overlap,桃仁,52.jpg,d2_external_52.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_52.jpg
dataset2,external_test_dataset2_overlap,桃仁,16.jpg,d2_external_16.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_16.jpg
dataset2,external_test_dataset2_overlap,桃仁,37.jpg,d2_external_37.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_37.jpg
dataset2,external_test_dataset2_overlap,桃仁,1.jpg,d2_external_1.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_1.jpg
dataset2,external_test_dataset2_overlap,桃仁,35.jpg,d2_external_35.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_35.jpg
dataset2,external_test_dataset2_overlap,桃仁,99.jpg,d2_external_99.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_99.jpg
dataset2,external_test_dataset2_overlap,桃仁,112.jpg,d2_external_112.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_112.jpg
dataset2,external_test_dataset2_overlap,桃仁,4.jpg,d2_external_4.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_4.jpg
dataset2,external_test_dataset2_overlap,桃仁,148.jpg,d2_external_148.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_148.jpg
dataset2,external_test_dataset2_overlap,桃仁,59.jpg,d2_external_59.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_59.jpg
dataset2,external_test_dataset2_overlap,桃仁,6.jpg,d2_external_6.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_6.jpg
dataset2,external_test_dataset2_overlap,桃仁,41.jpg,d2_external_41.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_41.jpg
dataset2,external_test_dataset2_overlap,桃仁,137.jpg,d2_external_137.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\external_test_dataset2_overlap\桃仁\d2_external_137.jpg
dataset2,train,白头翁,10.jpg,d2_train_10.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_10.jpg
dataset2,train,白头翁,15.jpg,d2_train_15.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_15.jpg
dataset2,train,白头翁,90.jpg,d2_train_90.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_90.jpg
dataset2,train,白头翁,52.jpg,d2_train_52.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_52.jpg
dataset2,train,白头翁,63.jpg,d2_train_63.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_63.jpg
dataset2,train,白头翁,38.jpg,d2_train_38.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_38.jpg
dataset2,train,白头翁,33.jpg,d2_train_33.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_33.jpg
dataset2,train,白头翁,61.jpg,d2_train_61.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_61.jpg
dataset2,train,白头翁,74.jpg,d2_train_74.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_74.jpg
dataset2,train,白头翁,94.jpg,d2_train_94.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_94.jpg
dataset2,train,白头翁,77.jpg,d2_train_77.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_77.jpg
dataset2,train,白头翁,19.jpg,d2_train_19.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_19.jpg
dataset2,train,白头翁,2.jpg,d2_train_2.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_2.jpg
dataset2,train,白头翁,65.jpg,d2_train_65.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_65.jpg
dataset2,train,白头翁,42.jpg,d2_train_42.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_42.jpg
dataset2,train,白头翁,14.jpg,d2_train_14.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_14.jpg
dataset2,train,白头翁,70.jpg,d2_train_70.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_70.jpg
dataset2,train,白头翁,104.jpg,d2_train_104.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_104.jpg
dataset2,train,白头翁,83.jpg,d2_train_83.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_83.jpg
dataset2,train,白头翁,99.jpg,d2_train_99.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_99.jpg
dataset2,train,白头翁,59.jpg,d2_train_59.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_59.jpg
dataset2,train,白头翁,20.jpg,d2_train_20.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_20.jpg
dataset2,train,白头翁,91.jpg,d2_train_91.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_91.jpg
dataset2,train,白头翁,13.jpg,d2_train_13.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_13.jpg
dataset2,train,白头翁,56.jpg,d2_train_56.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_56.jpg
dataset2,train,白头翁,4.jpg,d2_train_4.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_4.jpg
dataset2,train,白头翁,103.jpg,d2_train_103.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_103.jpg
dataset2,train,白头翁,66.jpg,d2_train_66.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_66.jpg
dataset2,train,白头翁,32.jpg,d2_train_32.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_32.jpg
dataset2,train,白头翁,69.jpg,d2_train_69.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_69.jpg
dataset2,train,白头翁,60.jpg,d2_train_60.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_60.jpg
dataset2,train,白头翁,39.jpg,d2_train_39.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_39.jpg
dataset2,train,白头翁,50.jpg,d2_train_50.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_50.jpg
dataset2,train,白头翁,84.jpg,d2_train_84.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_84.jpg
dataset2,train,白头翁,21.jpg,d2_train_21.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_21.jpg
dataset2,train,白头翁,95.jpg,d2_train_95.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_95.jpg
dataset2,train,白头翁,79.jpg,d2_train_79.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_79.jpg
dataset2,train,白头翁,29.jpg,d2_train_29.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_29.jpg
dataset2,train,白头翁,68.jpg,d2_train_68.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_68.jpg
dataset2,train,白头翁,62.jpg,d2_train_62.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_62.jpg
dataset2,train,白头翁,22.jpg,d2_train_22.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_22.jpg
dataset2,train,白头翁,11.jpg,d2_train_11.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_11.jpg
dataset2,train,白头翁,54.jpg,d2_train_54.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_54.jpg
dataset2,train,白头翁,23.jpg,d2_train_23.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_23.jpg
dataset2,train,白头翁,92.jpg,d2_train_92.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_92.jpg
dataset2,train,白头翁,24.jpg,d2_train_24.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_24.jpg
dataset2,train,白头翁,57.jpg,d2_train_57.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_57.jpg
dataset2,train,白头翁,71.jpg,d2_train_71.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_71.jpg
dataset2,train,白头翁,97.jpg,d2_train_97.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_97.jpg
dataset2,train,白头翁,26.jpg,d2_train_26.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_26.jpg
dataset2,train,白头翁,16.jpg,d2_train_16.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_16.jpg
dataset2,train,白头翁,78.jpg,d2_train_78.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_78.jpg
dataset2,train,白头翁,53.jpg,d2_train_53.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_53.jpg
dataset2,train,白头翁,48.jpg,d2_train_48.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_48.jpg
dataset2,train,白头翁,47.jpg,d2_train_47.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_47.jpg
dataset2,train,白头翁,44.jpg,d2_train_44.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_44.jpg
dataset2,train,白头翁,36.jpg,d2_train_36.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_36.jpg
dataset2,train,白头翁,89.jpg,d2_train_89.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_89.jpg
dataset2,train,白头翁,73.jpg,d2_train_73.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_73.jpg
dataset2,train,白头翁,1.jpg,d2_train_1.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_1.jpg
dataset2,train,白头翁,3.jpg,d2_train_3.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_3.jpg
dataset2,train,白头翁,46.jpg,d2_train_46.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_46.jpg
dataset2,train,白头翁,100.jpg,d2_train_100.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_100.jpg
dataset2,train,白头翁,34.jpg,d2_train_34.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_34.jpg
dataset2,train,白头翁,88.jpg,d2_train_88.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_88.jpg
dataset2,train,白头翁,5.jpg,d2_train_5.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_5.jpg
dataset2,train,白头翁,76.jpg,d2_train_76.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_76.jpg
dataset2,train,白头翁,80.jpg,d2_train_80.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_80.jpg
dataset2,train,白头翁,7.jpg,d2_train_7.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_7.jpg
dataset2,train,白头翁,41.jpg,d2_train_41.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_41.jpg
dataset2,train,白头翁,82.jpg,d2_train_82.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_82.jpg
dataset2,train,白头翁,55.jpg,d2_train_55.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\train\白头翁\d2_train_55.jpg
dataset2,val,白头翁,17.jpg,d2_val_17.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\val\白头翁\d2_val_17.jpg
dataset2,val,白头翁,98.jpg,d2_val_98.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\val\白头翁\d2_val_98.jpg
dataset2,val,白头翁,75.jpg,d2_val_75.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\val\白头翁\d2_val_75.jpg
dataset2,val,白头翁,72.jpg,d2_val_72.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\val\白头翁\d2_val_72.jpg
dataset2,val,白头翁,25.jpg,d2_val_25.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\val\白头翁\d2_val_25.jpg
dataset2,val,白头翁,35.jpg,d2_val_35.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\val\白头翁\d2_val_35.jpg
dataset2,val,白头翁,18.jpg,d2_val_18.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\val\白头翁\d2_val_18.jpg
dataset2,val,白头翁,9.jpg,d2_val_9.jpg,I:\DeepLearning\ChineseHerb_Identify\data\processed\improved_cnn_v2_dataset\val\白头翁\d2_val_9.jpg
